ENST00000000233	P84085	ARF5_HUMAN
ENST00000378644	A8MT33	SYC1L_HUMAN
ENST00000378653	Q6ZTR5	CFA47_HUMAN
ENST00000378661	Q8TDS5	OXER1_HUMAN
ENST00000378669	O14548	COX7R_HUMAN
ENST00000378670	O14949	QCR8_HUMAN
ENST00000378673	O60383	GDF9_HUMAN
ENST00000378679	Q2M3G4	SHRM1_HUMAN
ENST00000378681	Q8WVF2	UCMA_HUMAN
ENST00000378693	Q2M3V2	SWAHA_HUMAN
ENST00000378695	Q6UWM5	GPRL1_HUMAN
ENST00000378700	P47928	ID4_HUMAN
ENST00000378708	Q96AX9	MIB2_HUMAN
ENST00000378708	F2Z2L2	F2Z2L2_HUMAN
ENST00000378719	Q92599	SEPT8_HUMAN
ENST00000378720	P10768	ESTD_HUMAN
ENST00000378733	Q5SV17	TM240_HUMAN
ENST00000378735	J3KPF9	J3KPF9_HUMAN
ENST00000378740	J3KPG0	J3KPG0_HUMAN
ENST00000378743	O60293	ZC3H1_HUMAN
ENST00000378750	Q9Y5Y5	PEX16_HUMAN
ENST00000378752	Q96CV9	OPTN_HUMAN
ENST00000378755	Q9NVI7	ATD3A_HUMAN
ENST00000378785	Q5T2N8	ATD3C_HUMAN
ENST00000378788	Q6ZU69	F205A_HUMAN
ENST00000378789	Q9UJM8	HAOX1_HUMAN
ENST00000378802	Q6ZWL3	CP4V2_HUMAN
ENST00000378803	Q5MAI5	CDKL4_HUMAN
ENST00000378821	A6NKF7	TM88B_HUMAN
ENST00000378823	Q92878	RAD50_HUMAN
ENST00000378825	Q9BQI4	CCDC3_HUMAN
ENST00000378827	P12643	BMP2_HUMAN
ENST00000378832	Q4AC99	1A1L2_HUMAN
ENST00000378842	P07902	GALT_HUMAN
ENST00000378850	A7E2U8	CD047_HUMAN
ENST00000378852	Q9BZZ5	API5_HUMAN
ENST00000378858	Q8WUT4	LRRN4_HUMAN
ENST00000378863	Q9UJA2	CRLS1_HUMAN
ENST00000378887	A6NFY7	SDHF1_HUMAN
ENST00000378888	O14640	DVL1_HUMAN
ENST00000378895	Q6UX07	DHR13_HUMAN
ENST00000378909	A6NKF2	ARI3C_HUMAN
ENST00000378910	O60500	NPHN_HUMAN
ENST00000378933	Q8N5C8	TAB3_HUMAN
ENST00000378944	O14559	RHG33_HUMAN
ENST00000378954	Q8NHH9	ATLA2_HUMAN
ENST00000378961	P05060	SCG1_HUMAN
ENST00000378962	Q9HAI6	TASL_HUMAN
ENST00000378970	P51843	NR0B1_HUMAN
ENST00000378981	P43366	MAGB1_HUMAN
ENST00000378982	O15481	MAGB4_HUMAN
ENST00000378988	O15479	MAGB2_HUMAN
ENST00000378993	Q9NZN1	IRPL1_HUMAN
ENST00000379011	Q3C1V1	CK091_HUMAN
ENST00000379016	Q9H422	HIPK3_HUMAN
ENST00000379019	Q9NPB8	GPCP1_HUMAN
ENST00000379028	Q92823	NRCAM_HUMAN
ENST00000379031	Q8N0Z8	PUSL1_HUMAN
ENST00000379034	Q8N7X4	MAGB6_HUMAN
ENST00000379044	Q96QS3	ARX_HUMAN
ENST00000379052	Q9BX46	RBM24_HUMAN
ENST00000379068	A6NMQ1	A6NMQ1_HUMAN
ENST00000379071	Q0Z7S8	FABP9_HUMAN
ENST00000379095	Q9NPE2	NGRN_HUMAN
ENST00000379097	P55327	TPD52_HUMAN
ENST00000379102	A8MSI8	LYRM9_HUMAN
ENST00000379108	Q8WVF5	KCTD4_HUMAN
ENST00000379116	P51172	SCNND_HUMAN
ENST00000379132	P26367	PAX6_HUMAN
ENST00000379144	Q9Y5K3	PCY1B_HUMAN
ENST00000379151	Q8IXQ4	GPAM1_HUMAN
ENST00000379153	Q01151	CD83_HUMAN
ENST00000379160	P12004	PCNA_HUMAN
ENST00000379161	Q9UHK0	NUFP1_HUMAN
ENST00000379170	Q96AQ8	MCUR1_HUMAN
ENST00000379179	Q8N6R1	SERP2_HUMAN
ENST00000379188	P17010	ZFX_HUMAN
ENST00000379198	Q96L58	B3GT6_HUMAN
ENST00000379205	Q504U0	CD046_HUMAN
ENST00000379214	Q9BXB1	LGR4_HUMAN
ENST00000379215	Q96DC8	ECHD3_HUMAN
ENST00000379221	Q9Y5T4	DJC15_HUMAN
ENST00000379226	Q9BUR5	MIC26_HUMAN
ENST00000379236	P43489	TNR4_HUMAN
ENST00000379241	Q6UXI7	VITRN_HUMAN
ENST00000379245	Q9UHY8	FEZ2_HUMAN
ENST00000379263	Q99543	DNJC2_HUMAN
ENST00000379268	Q9Y5U5	TNR18_HUMAN
ENST00000379270	P21673	SAT1_HUMAN
ENST00000379287	Q9NXC2	GFOD1_HUMAN
ENST00000379290	Q6ZVT0	TTL10_HUMAN
ENST00000379310	A3KMH1	VWA8_HUMAN
ENST00000379328	P23771	GATA3_HUMAN
ENST00000379333	Q9UGH3	S23A2_HUMAN
ENST00000379341	Q13162	PRDX4_HUMAN
ENST00000379359	Q9H4X1	RGCC_HUMAN
ENST00000379361	Q96NR3	PTHD1_HUMAN
ENST00000379370	O00468	AGRIN_HUMAN
ENST00000379374	P78562	PHEX_HUMAN
ENST00000379375	P05305	EDN1_HUMAN
ENST00000379378	Q16254	E2F4_HUMAN
ENST00000379380	Q5U5X0	LYRM7_HUMAN
ENST00000379388	P15822	ZEP1_HUMAN
ENST00000379400	P50749	RASF2_HUMAN
ENST00000379405	P35030	TRY3_HUMAN
ENST00000379406	Q6N069	NAA16_HUMAN
ENST00000379410	Q494U1	PKHN1_HUMAN
ENST00000379416	P47989	XDH_HUMAN
ENST00000379426	Q5T4T1	T170B_HUMAN
ENST00000379435	A0A075B6H5	A0A075B6H5_HUMAN
ENST00000379445	Q4LDR2	CTXN3_HUMAN
ENST00000379446	Q14511	CASL_HUMAN
ENST00000379453	P25100	ADA1D_HUMAN
ENST00000379454	Q12797	ASPH_HUMAN
ENST00000379458	Q02505	MUC3A_HUMAN
ENST00000379480	O75570	RF1M_HUMAN
ENST00000379483	Q8WVZ9	KBTB7_HUMAN
ENST00000379484	O43462	MBTP2_HUMAN
ENST00000379485	Q86V97	KBTB6_HUMAN
ENST00000379487	O75554	WBP4_HUMAN
ENST00000379491	O75603	GCM2_HUMAN
ENST00000379494	Q9UHP9	SMPX_HUMAN
ENST00000379499	Q8N239	KLH34_HUMAN
ENST00000379504	Q6ZVM7	TM1L2_HUMAN
ENST00000379509	Q6UWP7	LCLT1_HUMAN
ENST00000379510	Q8WXI2	CNKR2_HUMAN
ENST00000379516	O60749	SNX2_HUMAN
ENST00000379520	P62699	YPEL5_HUMAN
ENST00000379540	Q12986	NFX1_HUMAN
ENST00000379542	Q9NUH8	TM14B_HUMAN
ENST00000379554	Q1MX18	INSC_HUMAN
ENST00000379558	Q6ZUX3	TGRM2_HUMAN
ENST00000379561	Q12778	FOXO1_HUMAN
ENST00000379562	O60870	KIN17_HUMAN
ENST00000379565	P51812	KS6A3_HUMAN
ENST00000379568	Q9NWT1	PK1IP_HUMAN
ENST00000379579	Q5MJ70	SPDYA_HUMAN
ENST00000379589	Q9Y693	LHPL6_HUMAN
ENST00000379600	Q5JS37	NHLC3_HUMAN
ENST00000379607	P47813	IF1AX_HUMAN
ENST00000379608	P05549	AP2A_HUMAN
ENST00000379611	Q8NEF3	CC112_HUMAN
ENST00000379624	Q9NXR7	BABA2_HUMAN
ENST00000379631	Q8TAV4	STML3_HUMAN
ENST00000379638	Q00765	REEP5_HUMAN
ENST00000379643	Q96T17	MA7D2_HUMAN
ENST00000379644	Q68CP4	HGNAT_HUMAN
ENST00000379645	Q13507	TRPC3_HUMAN
ENST00000379655	Q9BVG8	KIFC3_HUMAN
ENST00000379661	Q9BVA0	KTNB1_HUMAN
ENST00000379665	A6NJZ3	O6C65_HUMAN
ENST00000379682	A2AJT9	BCLA3_HUMAN
ENST00000379692	Q8TB73	NDNF_HUMAN
ENST00000379704	Q99933	BAG1_HUMAN
ENST00000379705	Q9UBN4	TRPC4_HUMAN
ENST00000379715	O43324	MCA3_HUMAN
ENST00000379719	O95373	IPO7_HUMAN
ENST00000379721	O60575	ISK4_HUMAN
ENST00000379731	P15291	B4GT1_HUMAN
ENST00000379751	P07199	CENPB_HUMAN
ENST00000379756	Q9Y4P9	SPEF1_HUMAN
ENST00000379757	Q8NBS9	TXND5_HUMAN
ENST00000379774	Q3LIE5	ADPRM_HUMAN
ENST00000379800	Q8N752	KC1AL_HUMAN
ENST00000379802	P15924	DESP_HUMAN
ENST00000379817	Q7Z2E3	APTX_HUMAN
ENST00000379818	Q8N339	MT1M_HUMAN
ENST00000379829	Q9H209	O10A4_HUMAN
ENST00000379834	Q9BRS2	RIOK1_HUMAN
ENST00000379847	O95139	NDUB6_HUMAN
ENST00000379861	A2A2L3	A2A2L3_HUMAN
ENST00000379881	Q9NX45	SOLH2_HUMAN
ENST00000379883	O95786	DDX58_HUMAN
ENST00000379887	Q9Y4X5	ARI1_HUMAN
ENST00000379888	Q96I25	SPF45_HUMAN
ENST00000379906	P23975	SC6A2_HUMAN
ENST00000379907	Q8TC27	ADA32_HUMAN
ENST00000379915	A0A087WUJ7	A0A087WUJ7_HUMAN
ENST00000379919	Q13394	MB211_HUMAN
ENST00000379936	Q8IV77	CNGA4_HUMAN
ENST00000379938	Q92766	RREB1_HUMAN
ENST00000379942	P46019	KPB2_HUMAN
ENST00000379953	O95711	LY86_HUMAN
ENST00000379957	Q2VYF4	LETM2_HUMAN
ENST00000379959	P01589	IL2RA_HUMAN
ENST00000379965	Q8IYM9	TRI22_HUMAN
ENST00000379980	P35580	MYH10_HUMAN
ENST00000379982	O94955	RHBT3_HUMAN
ENST00000379984	O15537	XLRS1_HUMAN
ENST00000379992	Q7L985	LIGO2_HUMAN
ENST00000380005	Q8TAC1	RFESD_HUMAN
ENST00000380007	Q8NGU9	GP150_HUMAN
ENST00000380009	Q6UWY0	ARSK_HUMAN
ENST00000380032	Q9NQ60	EQTN_HUMAN
ENST00000380033	Q8NDZ0	BEND2_HUMAN
ENST00000380034	Q9C035	TRIM5_HUMAN
ENST00000380036	Q02763	TIE2_HUMAN
ENST00000380041	Q9UN30	SCML1_HUMAN
ENST00000380044	P39210	MPV17_HUMAN
ENST00000380050	O94921	CDK14_HUMAN
ENST00000380051	O75818	RPP40_HUMAN
ENST00000380055	Q9H756	LRC19_HUMAN
ENST00000380056	Q8NBS3	S4A11_HUMAN
ENST00000380060	Q6T4R5	NHS_HUMAN
ENST00000380069	Q17RC7	EX3L4_HUMAN
ENST00000380071	P40938	RFC3_HUMAN
ENST00000380075	Q9BYV2	TRI54_HUMAN
ENST00000380079	Q687X5	STEA4_HUMAN
ENST00000380087	Q16576	RBBP7_HUMAN
ENST00000380094	Q6P6B7	ANR16_HUMAN
ENST00000380095	P60014	KR10A_HUMAN
ENST00000380099	Q9UEF7	KLOT_HUMAN
ENST00000380110	A0A0A0MRX1	A0A0A0MRX1_HUMAN
ENST00000380113	Q9BY32	ITPA_HUMAN
ENST00000380122	Q9NUQ3	TXLNG_HUMAN
ENST00000380130	Q5TBK1	N42L1_HUMAN
ENST00000380152	P51587	BRCA2_HUMAN
ENST00000380155	Q96A49	SYAP1_HUMAN
ENST00000380171	Q6UW56	ARAID_HUMAN
ENST00000380183	O15296	LX15B_HUMAN
ENST00000380184	Q8IYU4	UBQLN_HUMAN
ENST00000380191	P50395	GDIB_HUMAN
ENST00000380200	P29377	S100G_HUMAN
ENST00000380205	P32881	IFNA8_HUMAN
ENST00000380206	P01563	IFNA2_HUMAN
ENST00000380210	P05013	IFNA6_HUMAN
ENST00000380211	Q9H343	O51I1_HUMAN
ENST00000380216	P05015	IFN16_HUMAN
ENST00000380219	Q9H340	O51B6_HUMAN
ENST00000380222	P01570	IFN14_HUMAN
ENST00000380224	Q9Y5P0	O51B4_HUMAN
ENST00000380225	P01568	IFN21_HUMAN
ENST00000380229	P05000	IFNW1_HUMAN
ENST00000380232	P01574	IFNB_HUMAN
ENST00000380243	A6NKD9	CC85C_HUMAN
ENST00000380249	Q5VW36	FOCAD_HUMAN
ENST00000380254	Q8IX29	FBX16_HUMAN
ENST00000380259	A0A2U3TZJ3	A0A2U3TZJ3_HUMAN
ENST00000380266	Q7L8L6	FAKD5_HUMAN
ENST00000380281	Q6NWY9	PR40B_HUMAN
ENST00000380283	Q5TGL8	PXDC1_HUMAN
ENST00000380289	P30550	GRPR_HUMAN
ENST00000380293	P01185	NEU2_HUMAN
ENST00000380315	F8W6P5	F8W6P5_HUMAN
ENST00000380320	Q9Y6C2	EMIL1_HUMAN
ENST00000380324	Q9Y6I4	UBP3_HUMAN
ENST00000380325	Q9BYN8	RT26_HUMAN
ENST00000380332	Q9NZT1	CALL5_HUMAN
ENST00000380338	P42568	AF9_HUMAN
ENST00000380342	Q9HBJ8	CLTRN_HUMAN
ENST00000380345	Q6ZUX7	LHPL2_HUMAN
ENST00000380359	Q7Z628	ARHG8_HUMAN
ENST00000380361	A0A0C4DFX4	A0A0C4DFX4_HUMAN
ENST00000380367	Q9UKL2	O52A1_HUMAN
ENST00000380370	Q8NH60	O52J3_HUMAN
ENST00000380371	Q8NGJ7	O51A2_HUMAN
ENST00000380377	O75347	TBCA_HUMAN
ENST00000380379	Q86WA6	BPHL_HUMAN
ENST00000380390	Q9NRE1	MMP26_HUMAN
ENST00000380392	A6NLJ0	C2C4B_HUMAN
ENST00000380394	P62753	RS6_HUMAN
ENST00000380412	Q9H5H4	ZN768_HUMAN
ENST00000380419	A6NHL2	TBAL3_HUMAN
ENST00000380421	O00625	PIR_HUMAN
ENST00000380433	Q969E3	UCN3_HUMAN
ENST00000380445	Q9H269	VPS16_HUMAN
ENST00000380448	P17516	AK1C4_HUMAN
ENST00000380455	P16083	NQO2_HUMAN
ENST00000380456	A0A0A0MRX4	A0A0A0MRX4_HUMAN
ENST00000380473	Q8N6G2	TEX26_HUMAN
ENST00000380482	Q5VYS4	MEDAG_HUMAN
ENST00000380486	Q9Y426	C2CD2_HUMAN
ENST00000380488	Q96DX5	ASB9_HUMAN
ENST00000380490	P20292	AL5AP_HUMAN
ENST00000380492	Q8NHP6	MSPD2_HUMAN
ENST00000380495	Q71RH2	TLC3B_HUMAN
ENST00000380502	Q7Z4H7	HAUS6_HUMAN
ENST00000380516	Q9NWH9	SLTM_HUMAN
ENST00000380518	P02458	CO2A1_HUMAN
ENST00000380520	P35237	SPB6_HUMAN
ENST00000380523	Q9NWZ8	GEMI8_HUMAN
ENST00000380525	P49589	SYCC_HUMAN
ENST00000380527	Q7L523	RRAGA_HUMAN
ENST00000380534	Q8IYX7	SAXO1_HUMAN
ENST00000380542	Q99733	NP1L4_HUMAN
ENST00000380548	Q8N6G6	ATL1_HUMAN
ENST00000380573	P35348	ADA1A_HUMAN
ENST00000380584	P15502	ELN_HUMAN
ENST00000380585	Q8WW34	TM239_HUMAN
ENST00000380588	Q9NSI5	IGSF5_HUMAN
ENST00000380591	P20290	BTF3_HUMAN
ENST00000380593	Q6ZPB1	Q6ZPB1_HUMAN
ENST00000380600	Q8N8B7	TEANC_HUMAN
ENST00000380602	Q8IUX8	EGFL6_HUMAN
ENST00000380605	Q96SM3	CPXM1_HUMAN
ENST00000380607	Q99962	SH3G2_HUMAN
ENST00000380615	Q9BW62	KATL1_HUMAN
ENST00000380620	Q9Y2C3	B3GT5_HUMAN
ENST00000380622	Q9H3M9	ATX3L_HUMAN
ENST00000380625	Q8IZT9	FAM9C_HUMAN
ENST00000380629	O60238	BNI3L_HUMAN
ENST00000380636	P62328	TYB4_HUMAN
ENST00000380639	Q8WV60	PTCD2_HUMAN
ENST00000380647	Q9NXG0	CNTLN_HUMAN
ENST00000380649	P40939	ECHA_HUMAN
ENST00000380659	Q9NYK1	TLR7_HUMAN
ENST00000380672	Q6ZN30	BNC2_HUMAN
ENST00000380680	O95164	UBL3_HUMAN
ENST00000380682	Q14CM0	FRPD4_HUMAN
ENST00000380698	P50453	SPB9_HUMAN
ENST00000380701	Q6TFL3	CC171_HUMAN
ENST00000380707	Q16637	SMN_HUMAN
ENST00000380714	Q99217	AMELX_HUMAN
ENST00000380728	Q13227	GPS2_HUMAN
ENST00000380729	Q6P1K8	T2H2L_HUMAN
ENST00000380737	P63151	2ABA_HUMAN
ENST00000380738	O75475	PSIP1_HUMAN
ENST00000380739	P30740	ILEU_HUMAN
ENST00000380743	Q16637	SMN_HUMAN
ENST00000380749	P05114	HMGN1_HUMAN
ENST00000380751	O75920	SERF1_HUMAN
ENST00000380752	P30825	CTR1_HUMAN
ENST00000380753	P52895	AK1C2_HUMAN
ENST00000380770	Q14773	ICAM4_HUMAN
ENST00000380773	Q96S55	WRIP1_HUMAN
ENST00000380787	O15344	TRI18_HUMAN
ENST00000380808	Q5JR59	MTUS2_HUMAN
ENST00000380815	O60547	GMDS_HUMAN
ENST00000380817	O95248	MTMR5_HUMAN
ENST00000380822	Q9Y3D8	KAD6_HUMAN
ENST00000380833	P51793	CLCN4_HUMAN
ENST00000380834	Q9BU64	CENPO_HUMAN
ENST00000380835	Q6NXP6	NXRD1_HUMAN
ENST00000380842	Q9Y244	POMP_HUMAN
ENST00000380861	Q9ULE0	WWC3_HUMAN
ENST00000380872	Q04828	AK1C1_HUMAN
ENST00000380880	Q5H8C1	FREM1_HUMAN
ENST00000380903	Q9BVL4	SELO_HUMAN
ENST00000380907	Q8NHY5	HUS1B_HUMAN
ENST00000380909	Q9H4I3	TRABD_HUMAN
ENST00000380911	O95813	CER1_HUMAN
ENST00000380913	Q13796	SHRM2_HUMAN
ENST00000380916	Q8IVQ6	ZDH21_HUMAN
ENST00000380950	O94986	CE152_HUMAN
ENST00000380953	O00712	NFIB_HUMAN
ENST00000380956	Q15306	IRF4_HUMAN
ENST00000380958	Q58A45	PAN3_HUMAN
ENST00000380985	Q9BYT8	NEUL_HUMAN
ENST00000380986	P68106	FKB1B_HUMAN
ENST00000381003	Q8IZU1	FAM9A_HUMAN
ENST00000381006	Q7L099	RUFY3_HUMAN
ENST00000381007	Q96EQ0	SGTB_HUMAN
ENST00000381020	Q99626	CDX2_HUMAN
ENST00000381031	Q5R3I4	TTC38_HUMAN
ENST00000381032	Q9H321	VCX3B_HUMAN
ENST00000381033	P52945	PDX1_HUMAN
ENST00000381042	P41247	PLPL4_HUMAN
ENST00000381055	Q9UKP5	ATS6_HUMAN
ENST00000381059	Q9H320	VCX1_HUMAN
ENST00000381070	Q6UX04	CWC27_HUMAN
ENST00000381077	Q08623	HDHD1_HUMAN
ENST00000381086	B3KWK7	B3KWK7_HUMAN
ENST00000381089	Q9NNX9	VCX3_HUMAN
ENST00000381090	B5MDU6	B5MDU6_HUMAN
ENST00000381120	Q9H2K0	IF3M_HUMAN
ENST00000381125	Q01813	PFKAP_HUMAN
ENST00000381127	P54793	ARSF_HUMAN
ENST00000381129	Q9NZN9	AIPL1_HUMAN
ENST00000381130	Q5FYA8	ARSH_HUMAN
ENST00000381132	P53805	RCAN1_HUMAN
ENST00000381134	P51690	ARSL_HUMAN
ENST00000381140	Q92664	TF3A_HUMAN
ENST00000381140	A0A1X7SBT5	A0A1X7SBT5_HUMAN
ENST00000381150	P18827	SDC1_HUMAN
ENST00000381151	P53794	SC5A3_HUMAN
ENST00000381154	P51689	ARSD_HUMAN
ENST00000381160	A0A0C4DFX6	A0A0C4DFX6_HUMAN
ENST00000381163	O15488	GLYG2_HUMAN
ENST00000381174	P55808	XG_HUMAN
ENST00000381176	Q3SXP7	SHSL1_HUMAN
ENST00000381192	P14209	CD99_HUMAN
ENST00000381196	P23468	PTPRD_HUMAN
ENST00000381199	Q7Z3K6	MIER3_HUMAN
ENST00000381209	Q86UA6	RIP_HUMAN
ENST00000381210	Q5HYJ1	TECRL_HUMAN
ENST00000381214	Q2M296	MTHSD_HUMAN
ENST00000381222	O96006	ZBED1_HUMAN
ENST00000381227	P30876	RPB2_HUMAN
ENST00000381229	P46597	ASMT_HUMAN
ENST00000381232	O43166	SI1L1_HUMAN
ENST00000381237	Q15043	S39AE_HUMAN
ENST00000381249	Q9HBH5	RDH14_HUMAN
ENST00000381269	P57103	NAC3_HUMAN
ENST00000381271	Q9P2K6	KLH42_HUMAN
ENST00000381273	A6NHS7	MANS4_HUMAN
ENST00000381297	Q86VZ1	P2RY8_HUMAN
ENST00000381298	P40189	IL6RB_HUMAN
ENST00000381309	Q9H3R0	KDM4C_HUMAN
ENST00000381312	Q9NS39	RED2_HUMAN
ENST00000381317	O95671	ASML_HUMAN
ENST00000381323	Q9H0Q0	CYRIA_HUMAN
ENST00000381337	Q9NXG2	THUM1_HUMAN
ENST00000381340	Q14571	ITPR2_HUMAN
ENST00000381342	P14678	RSMB_HUMAN
ENST00000381346	Q8TC12	RDH11_HUMAN
ENST00000381348	A0A590UK49	A0A590UK49_HUMAN
ENST00000381359	P84101	SERF2_HUMAN
ENST00000381365	Q6ZR85	CQ107_HUMAN
ENST00000381375	Q86Y33	CD20B_HUMAN
ENST00000381393	Q8NHZ7	MB3L2_HUMAN
ENST00000381394	A6NDZ8	MB3L4_HUMAN
ENST00000381401	P12236	ADT3_HUMAN
ENST00000381404	Q14246	AGRE1_HUMAN
ENST00000381405	Q9NQ30	ESM1_HUMAN
ENST00000381410	Q96RF0	SNX18_HUMAN
ENST00000381418	O43593	HAIR_HUMAN
ENST00000381431	Q16585	SGCB_HUMAN
ENST00000381434	O95760	IL33_HUMAN
ENST00000381440	Q3MIP1	IPIL2_HUMAN
ENST00000381458	Q08188	TGM3_HUMAN
ENST00000381477	Q16655	MAR1_HUMAN
ENST00000381480	Q8IV53	DEN1C_HUMAN
ENST00000381482	Q8TDR2	STK35_HUMAN
ENST00000381486	Q4ZG55	GREB1_HUMAN
ENST00000381497	A0A0B4J1W7	NPIA9_HUMAN
ENST00000381501	P42680	TEC_HUMAN
ENST00000381519	Q16540	RM23_HUMAN
ENST00000381525	O75461	E2F6_HUMAN
ENST00000381527	P49336	CDK8_HUMAN
ENST00000381545	Q9NPD5	SO1B3_HUMAN
ENST00000381554	O95825	QORL1_HUMAN
ENST00000381566	Q9HC73	CRLF2_HUMAN
ENST00000381569	Q9Y250	LZTS1_HUMAN
ENST00000381571	Q9NX08	COMD8_HUMAN
ENST00000381577	Q9NZQ7	PD1L1_HUMAN
ENST00000381578	O15266	SHOX_HUMAN
ENST00000381585	Q96LR7	CB050_HUMAN
ENST00000381588	Q9Y252	RNF6_HUMAN
ENST00000381591	Q15326	ZMY11_HUMAN
ENST00000381623	Q9H106	SIRPD_HUMAN
ENST00000381624	Q86XM0	CTSRD_HUMAN
ENST00000381627	P04090	REL2_HUMAN
ENST00000381638	O43149	ZZEF1_HUMAN
ENST00000381641	Q9Y581	INSL6_HUMAN
ENST00000381647	A6NDU8	RIMC1_HUMAN
ENST00000381652	O60674	JAK2_HUMAN
ENST00000381655	Q9NTI2	AT8A2_HUMAN
ENST00000381661	Q8NEY4	VATC2_HUMAN
ENST00000381669	Q6UXY1	BI2L2_HUMAN
ENST00000381685	Q9BSC4	NOL10_HUMAN
ENST00000381697	Q5VT03	NTM2D_HUMAN
ENST00000381698	A1L429	GG12C_HUMAN
ENST00000381700	P0DTW1	GAGE1_HUMAN
ENST00000381707	Q8IVF1	NTM2A_HUMAN
ENST00000381714	Q9NP66	HM20A_HUMAN
ENST00000381719	P62942	FKB1A_HUMAN
ENST00000381722	A6NDE8	GG12H_HUMAN
ENST00000381736	Q9BVL2	NUP58_HUMAN
ENST00000381750	Q9Y2P8	RCL1_HUMAN
ENST00000381761	F8W9H2	F8W9H2_HUMAN
ENST00000381774	Q9BRF8	CPPED_HUMAN
ENST00000381782	Q8NE18	NSUN7_HUMAN
ENST00000381801	Q9Y217	MTMR6_HUMAN
ENST00000381809	Q9UIJ7	KAD3_HUMAN
ENST00000381813	Q717R9	CYS1_HUMAN
ENST00000381821	O43247	TEX33_HUMAN
ENST00000381839	P22102	PUR2_HUMAN
ENST00000381848	Q00G26	PLIN5_HUMAN
ENST00000381854	Q7L3B6	CD37L_HUMAN
ENST00000381883	Q8IY26	PLPP6_HUMAN
ENST00000381884	Q9HC77	CENPJ_HUMAN
ENST00000381890	F8W9P2	F8W9P2_HUMAN
ENST00000381894	Q9NUR3	TM74B_HUMAN
ENST00000381897	P35251	RFC1_HUMAN
ENST00000381902	P26717	NKG2C_HUMAN
ENST00000381903	Q07444	NKG2E_HUMAN
ENST00000381908	Q13241	KLRD1_HUMAN
ENST00000381911	P48788	TNNI2_HUMAN
ENST00000381920	Q9BUU2	MET22_HUMAN
ENST00000381922	Q9Y264	ANGP4_HUMAN
ENST00000381923	Q4KMG9	TM52B_HUMAN
ENST00000381937	Q4G0N4	NAKD2_HUMAN
ENST00000381938	Q8N614	TM156_HUMAN
ENST00000381941	Q9BQ89	F110A_HUMAN
ENST00000381946	P54707	AT12A_HUMAN
ENST00000381951	Q9Y585	OR1A2_HUMAN
ENST00000381962	Q9BYN0	SRXN1_HUMAN
ENST00000381967	Q96G03	PGM2_HUMAN
ENST00000381971	Q8NEA6	GLIS3_HUMAN
ENST00000381980	Q8IY42	CD019_HUMAN
ENST00000381989	Q9UKK3	PARP4_HUMAN
ENST00000382020	Q13454	TUSC3_HUMAN
ENST00000382031	E9PGC8	E9PGC8_HUMAN
ENST00000382040	Q8WXG1	RSAD2_HUMAN
ENST00000382044	Q12888	TP53B_HUMAN
ENST00000382051	O95436	NPT2B_HUMAN
ENST00000382065	Q9BXJ4	C1QT3_HUMAN
ENST00000382068	V9GYU9	V9GYU9_HUMAN
ENST00000382071	P0C862	C1T9A_HUMAN
ENST00000382073	Q6EIG7	CLC6A_HUMAN
ENST00000382079	E9PGA6	E9PGA6_HUMAN
ENST00000382080	Q96LD1	SGCZ_HUMAN
ENST00000382082	Q8TDN2	KCNV2_HUMAN
ENST00000382097	Q6IC83	CV042_HUMAN
ENST00000382099	A0A804CHQ2	A0A804CHQ2_HUMAN
ENST00000382103	Q9HD40	SPCS_HUMAN
ENST00000382110	Q8WVT3	TPC12_HUMAN
ENST00000382114	Q8N0V4	LGI2_HUMAN
ENST00000382119	Q7Z5D8	NANGN_HUMAN
ENST00000382120	P08294	SODE_HUMAN
ENST00000382125	Q53HC9	EIPR1_HUMAN
ENST00000382137	B2RNN3	C1T9B_HUMAN
ENST00000382141	A0A0A0MRY4	A0A0A0MRY4_HUMAN
ENST00000382142	Q9C0I1	MTMRC_HUMAN
ENST00000382150	Q6PIL6	KCIP4_HUMAN
ENST00000382159	O60262	GBG7_HUMAN
ENST00000382160	Q6L8G9	KRA56_HUMAN
ENST00000382171	Q6L8H4	KRA51_HUMAN
ENST00000382172	Q99797	MIPEP_HUMAN
ENST00000382192	O95201	ZN205_HUMAN
ENST00000382199	Q9Y6M1	IF2B2_HUMAN
ENST00000382208	Q30KP9	DB135_HUMAN
ENST00000382209	Q30KP8	DB136_HUMAN
ENST00000382247	Q9NXF7	DCA16_HUMAN
ENST00000382251	Q9Y5R5	DMRT2_HUMAN
ENST00000382252	A6NFI3	ZN316_HUMAN
ENST00000382254	P55289	CAD12_HUMAN
ENST00000382276	Q9Y5R6	DMRT1_HUMAN
ENST00000382280	Q96DA0	ZG16B_HUMAN
ENST00000382287	O14599	VCY2_HUMAN
ENST00000382291	Q9GZP1	NRSN2_HUMAN
ENST00000382292	Q9NZJ4	SACS_HUMAN
ENST00000382296	E7EU38	E7EU38_HUMAN
ENST00000382303	Q14678	KANK1_HUMAN
ENST00000382333	Q14512	FGFP1_HUMAN
ENST00000382348	Q8TAK6	OLIG1_HUMAN
ENST00000382349	O60422	ONEC3_HUMAN
ENST00000382353	P31371	FGF9_HUMAN
ENST00000382361	Q16658	FSCN1_HUMAN
ENST00000382363	Q9Y6U7	RN215_HUMAN
ENST00000382365	Q9NR90	DAZ3_HUMAN
